id,title,description,current_category
1369,华为Mate60,【商品标题】 【价格】¥0.00 【使用时长】约 11 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1368,iPhone13,【商品标题】 【价格】¥1809.00 【使用时长】约 3 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1367,便宜出了iPhone 13 128G 白色，国行，型号MLD V3CH/A成色还可以，平时用得少，没摔没修过，电池健康，系统流畅支持双卡，原盒不在了，二手不退不换价格可聊，喜欢直接拍，欢迎来打扰,【商品标题】便宜出了iPhone 13 128G 白色，国行，型号MLD V3CH/A成色还可以，平时用得少，没摔没修过，电池健康，系统流畅支持双卡，原盒不在了，二手不退不换价格可聊，喜欢直接拍，欢迎来打扰 【价格】¥1400.00 【使用时长】约 11 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1366,苹果13 128G 国行 白色 15.4.1系统 个人闲置 成色还可以 功能正常 没拆修 支持自提 价格可聊 来人秒了,【商品标题】苹果13 128G 国行 白色 15.4.1系统 个人闲置 成色还可以 功能正常 没拆修 支持自提 价格可聊 来人秒了 【价格】¥1800.00 【使用时长】约 5 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,其他数码
1365,学生自用iPhone13 256G 白色，成色挺好，平时用得 很爱惜，功能全正常，全原无拆修无暗病，支持验货宝，包邮也可以自提，最好同城自提当面验货，爱思全绿，喜欢私聊要细节图也可以发～,【商品标题】学生自用iPhone13 256G 白色，成色挺好，平时用得 很爱惜，功能全正常，全原无拆修无暗病，支持验货宝，包邮也可以自提，最好同城自提当面验货，爱思全绿，喜欢私聊要细节图也可以发～ 【价格】¥1750.00 【使用时长】约 3 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1364,苹果13，电池69，256g屏幕划痕不明显 感兴趣的话点“我想要”和我私聊吧～，不退不换,【商品标题】苹果13，电池69，256g屏幕划痕不明显 感兴趣的话点“我想要”和我私聊吧～，不退不换 【价格】¥1800.00 【使用时长】约 15 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,数码配件
1363,苹果13 128g 国行 换原装框，正品屏。电池功能全好,【商品标题】苹果13 128g 国行 换原装框，正品屏。电池功能全好 【价格】¥1399.00 【使用时长】约 3 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,数码配件
1362,个人闲置苹果13 粉色 128G，自用机，成色还可以，电池健 康78%，功能正常，无拆无修，面容解锁灵敏，ID已退，插卡即用。支持自提东莞黄江，包邮出。不退不换，不讲价。,【商品标题】个人闲置苹果13 粉色 128G，自用机，成色还可以，电池健 康78%，功能正常，无拆无修，面容解锁灵敏，ID已退，插卡即用。支持自提东莞黄江，包邮出。不退不换，不讲价。 【价格】¥1280.00 【使用时长】约 16 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,数码配件
1361,13 256G 白色，国行，成色挺好，只有轻微使用痕迹，无磕 碰，电池健康80%。功能都正常，没修过，支持自提，价格可聊，喜欢直接拍，细节私聊～,【商品标题】13 256G 白色，国行，成色挺好，只有轻微使用痕迹，无磕 碰，电池健康80%。功能都正常，没修过，支持自提，价格可聊，喜欢直接拍，细节私聊～ 【价格】¥1888.00 【使用时长】约 8 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,数码配件
1360,苹果13蓝色256G 更换二手拆机原装屏幕电池新换的第三方 电池效率100成色如图没有弹窗 静音好像有点震动异常#Apple/苹果,【商品标题】苹果13蓝色256G 更换二手拆机原装屏幕电池新换的第三方 电池效率100成色如图没有弹窗 静音好像有点震动异常#Apple/苹果 【价格】¥1250.00 【使用时长】约 6 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,数码配件
1359,标价出 iPhone 13 256GB 黑色 国行 双卡 5 G系统18.6.2 屏幕电池换了新的 有面容原彩手机有磕碰 屏幕无划痕 不急出包邮包手续费,【商品标题】标价出 iPhone 13 256GB 黑色 国行 双卡 5 G系统18.6.2 屏幕电池换了新的 有面容原彩手机有磕碰 屏幕无划痕 不急出包邮包手续费 【价格】¥1250.00 【使用时长】约 13 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1358,iphone13，128g粉色，以前用的现在当备用机闲置了， 换过电池，功能没问题，正常使用王者是没问题的，满电玩5-7小时，外观有小磕碰，小划痕不大均套手机壳和钢化膜，慢出，小刀可不接受大刀,【商品标题】iphone13，128g粉色，以前用的现在当备用机闲置了， 换过电池，功能没问题，正常使用王者是没问题的，满电玩5-7小时，外观有小磕碰，小划痕不大均套手机壳和钢化膜，慢出，小刀可不接受大刀 【价格】¥1600.00 【使用时长】约 13 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1356,iPhone13,【商品标题】 【价格】¥0.00 【使用时长】约 13 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1355,美女老师的苹果14 Pro，256GB白色，国行版，几乎全新 ，外观很新，屏幕干净无划痕，边框无磕碰。全原装无拆修，面容识别灵敏，功能一切正常，支持5G网络，双卡双待可用。电池健康度高，系统流畅，,【商品标题】美女老师的苹果14 Pro，256GB白色，国行版，几乎全新 ，外观很新，屏幕干净无划痕，边框无磕碰。全原装无拆修，面容识别灵敏，功能一切正常，支持5G网络，双卡双待可用。电池健康度高，系统流畅， 【价格】¥2993.00 【使用时长】约 3 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,数码配件
1354,iPhone14Pro,【商品标题】 【价格】¥3599.00 【使用时长】约 3 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1353,iPhone 14 Pro 游戏机不可插卡 换屏幕电池摄像 头128G有面容,【商品标题】iPhone 14 Pro 游戏机不可插卡 换屏幕电池摄像 头128G有面容 【价格】¥1188.00 【使用时长】约 18 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1352,苹果14 Pro 256G 暗夜紫 国行 无拆无修 纯原装 屏幕无划痕 边框无磕碰 正常使用痕迹 成色好 低价出，可分期,【商品标题】苹果14 Pro 256G 暗夜紫 国行 无拆无修 纯原装 屏幕无划痕 边框无磕碰 正常使用痕迹 成色好 低价出，可分期 【价格】¥2500.00 【使用时长】约 7 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,其他数码
1351,苹果14pro 256G 白色 双卡双待 iOS18.1系统电池和屏幕都换过 人脸没有外观成色还可以 边框有点小痕迹功能正常 信号稳定 拍照没问题系统流畅 日常用没问题同城自提 外地快递上门二手物品售出不退不换大刀小刀都勿扰喜欢直接拍 细节私聊,【商品标题】苹果14pro 256G 白色 双卡双待 iOS18.1系统电池和屏幕都换过 人脸没有外观成色还可以 边框有点小痕迹功能正常 信号稳定 拍照没问题系统流畅 日常用没问题同城自提 外地快递上门二手物品售出不退不换大刀小刀都勿扰喜欢直接拍 细节私聊 【价格】¥1590.00 【使用时长】约 11 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,数码配件
1350,苹果14 Pro 256G 白色，国行，系统18.3.1，功 能正常，支持双卡，正品。价格可聊，可包邮。,【商品标题】苹果14 Pro 256G 白色，国行，系统18.3.1，功 能正常，支持双卡，正品。价格可聊，可包邮。 【价格】¥2600.00 【使用时长】约 15 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,其他数码
1349,iPhone14Pro 256G 国行 全原 功能全正常 电池90边框无磕碰 屏幕正常要的私聊吧,【商品标题】iPhone14Pro 256G 国行 全原 功能全正常 电池90边框无磕碰 屏幕正常要的私聊吧 【价格】¥2100.00 【使用时长】约 12 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1348,苹果14 Pro 128g 德版无锁 不能插卡，不可升级恢复，有隐藏ID 可在商店里登ID下载东西 面容识别正常，前摄正常，无后摄像头 原装拆机瑕疵屏幕，支持120高刷 品牌电池健康100 外观成色都在图里啦 系统iOS 18.5，安兔兔跑分1719736 打游戏丝滑不卡顿 ...,【商品标题】苹果14 Pro 128g 德版无锁 不能插卡，不可升级恢复，有隐藏ID 可在商店里登ID下载东西 面容识别正常，前摄正常，无后摄像头 原装拆机瑕疵屏幕，支持120高刷 品牌电池健康100 外观成色都在图里啦 系统iOS 18.5，安兔兔跑分1719736 打游戏丝滑不卡顿 ... 【价格】¥800.00 【使用时长】约 9 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,摄影摄像
1347,暗紫色的苹果14pro 只限同城面交，不邮寄地铁：西场（验机交易）95成新 背面四个角没刮化电池健康8714pro一出就自用了一年就开始放置到现在不议价（看清楚再咨询）不急出，没诚信买，留了我妈用没维修过，也没换过电池，觉得电池健康87不够用，可以买完自行去天河实体店换电池也行,【商品标题】暗紫色的苹果14pro 只限同城面交，不邮寄地铁：西场（验机交易）95成新 背面四个角没刮化电池健康8714pro一出就自用了一年就开始放置到现在不议价（看清楚再咨询）不急出，没诚信买，留了我妈用没维修过，也没换过电池，觉得电池健康87不够用，可以买完自行去天河实体店换电池也行 【价格】¥3500.00 【使用时长】约 16 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,数码配件
1346,苹果iPhone14pro国行128G 18系统 全原装无拆无修功能全部正常 气密性完好 屏幕完美无划痕 边框仅尾插轻微磨损见图及视频 后盖及摄像头轻微划痕磨损见图及视频 电池76 系统18.0 单机广东省包邮 外省顺丰到付#苹果#苹果14pro,【商品标题】苹果iPhone14pro国行128G 18系统 全原装无拆无修功能全部正常 气密性完好 屏幕完美无划痕 边框仅尾插轻微磨损见图及视频 后盖及摄像头轻微划痕磨损见图及视频 电池76 系统18.0 单机广东省包邮 外省顺丰到付#苹果#苹果14pro 【价格】¥2898.00 【使用时长】约 3 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1345,苹果iPhone 14 Pro 白色.模型机.江浙沪包邮包邮 ，同城可自提 售出不退不换，,【商品标题】苹果iPhone 14 Pro 白色.模型机.江浙沪包邮包邮 ，同城可自提 售出不退不换， 【价格】¥18.00 【使用时长】约 8 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1343,iPhone14Pro,【商品标题】 【价格】¥0.00 【使用时长】约 17 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1342,小米路由器AX3000千兆wifi6双频全千兆路由器穿墙家用 路由器 套餐1小米CR8806/8806/8809 无线AX3000 套餐2小米CR6606/6608/6609 无线AX1800 下单送电源线与千兆网线 两款都是千兆wifi6，运营商联名，实际全网通，可以指定发不指定就随机发 ...,【商品标题】小米路由器AX3000千兆wifi6双频全千兆路由器穿墙家用 路由器 套餐1小米CR8806/8806/8809 无线AX3000 套餐2小米CR6606/6608/6609 无线AX1800 下单送电源线与千兆网线 两款都是千兆wifi6，运营商联名，实际全网通，可以指定发不指定就随机发 ... 【价格】¥52.00 【使用时长】约 16 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1341,小米路由器AX1500 电源线都有,【商品标题】小米路由器AX1500 电源线都有 【价格】¥45.00 【使用时长】约 4 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1340,小米路由器4C，几乎全新，功能正常，配件齐全（带电源和网线） ，插电即用。适合家用，300M宽带没问题，穿墙效果好。包邮，也可以自提。需要的朋友直接拍，细节私聊～,【商品标题】小米路由器4C，几乎全新，功能正常，配件齐全（带电源和网线） ，插电即用。适合家用，300M宽带没问题，穿墙效果好。包邮，也可以自提。需要的朋友直接拍，细节私聊～ 【价格】¥11.00 【使用时长】约 18 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1339,小米ax3000wifi6 千兆无线路由器。 后配电源➕千兆网线 质保 1个月（已购买运费险） 8-9成新 支持一键 mesh 组网 外观上面的log 有8806 8808 8809。8806是联通定制版 08是移动 09是电信。不管哪个款都是可以全网通用的。外观log可凭个...,【商品标题】小米ax3000wifi6 千兆无线路由器。 后配电源➕千兆网线 质保 1个月（已购买运费险） 8-9成新 支持一键 mesh 组网 外观上面的log 有8806 8808 8809。8806是联通定制版 08是移动 09是电信。不管哪个款都是可以全网通用的。外观log可凭个... 【价格】¥55.00 【使用时长】约 11 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1338,小米路由器4A千兆版，增益四天线，支持千兆宽带，双核CPU 最高1200mbps速率，2.4G&5G双频 网速稳定流畅，家用最性价比选择 有多台，有正常使用痕迹，随机发货 送同功率电源网线 非质量问题不退不换,【商品标题】小米路由器4A千兆版，增益四天线，支持千兆宽带，双核CPU 最高1200mbps速率，2.4G&5G双频 网速稳定流畅，家用最性价比选择 有多台，有正常使用痕迹，随机发货 送同功率电源网线 非质量问题不退不换 【价格】¥49.00 【使用时长】约 3 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1337,小米路由器AX3000E(仅拆封）可批量 外包装仅拆封 99新 《保证正品，保证正品，保证正品》 【全国联保 全国联保 全国联保 】 《产品在保 》《产品在保》《产品在保》 ...,【商品标题】小米路由器AX3000E(仅拆封）可批量 外包装仅拆封 99新 《保证正品，保证正品，保证正品》 【全国联保 全国联保 全国联保 】 《产品在保 》《产品在保》《产品在保》 ... 【价格】¥90.00 【使用时长】约 9 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1336,小米路由器4A千兆版，型号R4A，双频2.4G & 5G，支 持千兆宽带，超快1200Mbps带宽。机器功能正常，外观新，但性能一流，拿到手直接使用，包邮。有需要的朋友欢迎联系哦～小米4A千兆版单机39元小米4A千兆版+电源41.元小4A千兆版+原厂电源43元小米4A千兆版+原厂电源47(有盒)全新小米4A千兆版原厂盒装未拆封50已售,【商品标题】小米路由器4A千兆版，型号R4A，双频2.4G & 5G，支 持千兆宽带，超快1200Mbps带宽。机器功能正常，外观新，但性能一流，拿到手直接使用，包邮。有需要的朋友欢迎联系哦～小米4A千兆版单机39元小米4A千兆版+电源41.元小4A千兆版+原厂电源43元小米4A千兆版+原厂电源47(有盒)全新小米4A千兆版原厂盒装未拆封50已售 【价格】¥38.00 【使用时长】约 11 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1335,小米路由器4A千兆版，增益四天线，支持全千兆宽带，双核CPU 最高1200mbps速率，2.4G&5G双频 网速稳定流畅，家用最性价比选择 有多台，有轻微使用痕迹，随机发货 送后配电源网线 非质量问题不退不换,【商品标题】小米路由器4A千兆版，增益四天线，支持全千兆宽带，双核CPU 最高1200mbps速率，2.4G&5G双频 网速稳定流畅，家用最性价比选择 有多台，有轻微使用痕迹，随机发货 送后配电源网线 非质量问题不退不换 【价格】¥40.00 【使用时长】约 12 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1334,小米路由器BE3600 2.5G版（仅拆封）可批量 外包装仅拆封 99新 《保证正品，保证正品，保证正品》 【全国联保 全国联保 全国联保 】 《产品在保 》《产品在保》《产品在保》 ...,【商品标题】小米路由器BE3600 2.5G版（仅拆封）可批量 外包装仅拆封 99新 《保证正品，保证正品，保证正品》 【全国联保 全国联保 全国联保 】 《产品在保 》《产品在保》《产品在保》 ... 【价格】¥140.00 【使用时长】约 5 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1333,小米AX3000路由器家用5G千兆端口WiFi6双频全屋覆盖 大户型穿墙王 小米cr6609 AX1800=50包邮 （千兆端口，无线1800M，wifi6全网通） 小米cr8809 AX3000=65包邮 （千兆端口，无线3000M，wifi6全网通） 有移动版和电信版本，都是全网通，随机发货...,【商品标题】小米AX3000路由器家用5G千兆端口WiFi6双频全屋覆盖 大户型穿墙王 小米cr6609 AX1800=50包邮 （千兆端口，无线1800M，wifi6全网通） 小米cr8809 AX3000=65包邮 （千兆端口，无线3000M，wifi6全网通） 有移动版和电信版本，都是全网通，随机发货... 【价格】¥50.00 【使用时长】约 18 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1332,小米3G路由器R3G，双频千兆智能无线路由器，带USB接口， 3个网口，信号超级稳定。机器都是测试好的，功能正常，带电源。有需要的朋友可以私聊，价格可谈，量大优惠，九成新，质保一年。,【商品标题】小米3G路由器R3G，双频千兆智能无线路由器，带USB接口， 3个网口，信号超级稳定。机器都是测试好的，功能正常，带电源。有需要的朋友可以私聊，价格可谈，量大优惠，九成新，质保一年。 【价格】¥28.00 【使用时长】约 9 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1331,小米路由器AC2100 千兆双频R2100 型号：R2100带电源适配器坏了包邮（偏远地区除外）,【商品标题】小米路由器AC2100 千兆双频R2100 型号：R2100带电源适配器坏了包邮（偏远地区除外） 【价格】¥20.00 【使用时长】约 7 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1330,【不正包退】小米路由器4A千兆/百兆版穿墙wifi6无线路由 器千兆高速全屋覆盖大户型宿舍5G千兆学生宿舍家用双频路由器   一、挑选一台符合自己的路由器 ★套餐一：300m 小米3c，适合20-60平方以下小两房，对数据要求不高的。网口百兆，无线300兆，适合一百兆宽带，20元包邮...,【商品标题】【不正包退】小米路由器4A千兆/百兆版穿墙wifi6无线路由 器千兆高速全屋覆盖大户型宿舍5G千兆学生宿舍家用双频路由器   一、挑选一台符合自己的路由器 ★套餐一：300m 小米3c，适合20-60平方以下小两房，对数据要求不高的。网口百兆，无线300兆，适合一百兆宽带，20元包邮... 【价格】¥19.00 【使用时长】约 12 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1329,小米青春版mini路由器，型号R1CL，功能完好，4个颜色选 择，无指定随机发货，配好电源，包邮价22（新疆西藏内蒙古除外） 注如有售后各自承担运费,【商品标题】小米青春版mini路由器，型号R1CL，功能完好，4个颜色选 择，无指定随机发货，配好电源，包邮价22（新疆西藏内蒙古除外） 注如有售后各自承担运费 【价格】¥20.00 【使用时长】约 7 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1328,小米路由器4a千兆路由器双频5G家用宿舍家用穿墙wfi智能桥 接 小米4c 端口百兆 无线速率300M 小米4A百兆 端口百兆 无线速率1200M 小米4A千兆 端口千兆 无线速率1200M 机器功能正常，支持无线中继桥接，全网通，二手85新，带后配电源，下单送网线，包邮 ...,【商品标题】小米路由器4a千兆路由器双频5G家用宿舍家用穿墙wfi智能桥 接 小米4c 端口百兆 无线速率300M 小米4A百兆 端口百兆 无线速率1200M 小米4A千兆 端口千兆 无线速率1200M 机器功能正常，支持无线中继桥接，全网通，二手85新，带后配电源，下单送网线，包邮 ... 【价格】¥28.00 【使用时长】约 13 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1327,小米4A千兆版（全千兆口，5G无线路由器） Ac1200无线穿墙王，功能全正常 包邮送电源网线非质量问题不退,【商品标题】小米4A千兆版（全千兆口，5G无线路由器） Ac1200无线穿墙王，功能全正常 包邮送电源网线非质量问题不退 【价格】¥40.00 【使用时长】约 4 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1326,95新小米AX3000全网通双频千兆WiFi6路由器 [红圆] CR880x(x代表数字，6联通版，8移动版，9电信版，三版随机发货)已刷小米公版红米AX3000系统1.0.68 [五角星] 价格包含路由器+电源+1米千兆网线 [五角星] 本铺有教程网站，有视频，有图文，为保姆式教程，...,【商品标题】95新小米AX3000全网通双频千兆WiFi6路由器 [红圆] CR880x(x代表数字，6联通版，8移动版，9电信版，三版随机发货)已刷小米公版红米AX3000系统1.0.68 [五角星] 价格包含路由器+电源+1米千兆网线 [五角星] 本铺有教程网站，有视频，有图文，为保姆式教程，... 【价格】¥68.00 【使用时长】约 9 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1325,小米路由器4a千兆1200M双频5Gwifi家用租房千兆wi fi路由器穿墙王 小米4c=28包邮 （百兆端口，无线速率300，适合单间） 小米4a=38包邮 （百兆端口，无线速率1200） 小米4a千兆版=48包邮（家用销量王） （千兆端口，无线速率1200） 成色8-9成新，功能都是正常的...,【商品标题】小米路由器4a千兆1200M双频5Gwifi家用租房千兆wi fi路由器穿墙王 小米4c=28包邮 （百兆端口，无线速率300，适合单间） 小米4a=38包邮 （百兆端口，无线速率1200） 小米4a千兆版=48包邮（家用销量王） （千兆端口，无线速率1200） 成色8-9成新，功能都是正常的... 【价格】¥28.00 【使用时长】约 14 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1323,小米路由器,【商品标题】 【价格】¥0.00 【使用时长】约 16 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,手机
1322,出戴尔17寸显示器，型号E1713SC，屏幕状态良好，显示正 常，无坏点。支持VGA接口，功能完好无维修。成色还可以，有点使用痕迹，具体见图。适合办公或家用，批量处理。同城自提更方便，外地包邮。售出不退，不议价。需要细节图可私聊。,【商品标题】出戴尔17寸显示器，型号E1713SC，屏幕状态良好，显示正 常，无坏点。支持VGA接口，功能完好无维修。成色还可以，有点使用痕迹，具体见图。适合办公或家用，批量处理。同城自提更方便，外地包邮。售出不退，不议价。需要细节图可私聊。 【价格】¥70.00 【使用时长】约 3 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,游戏设备
1321,DELL戴尔23寸S2340MC显示器，成色如图大概九成新， 功能完好屏幕效果很好很亮很清晰无坏点无闪烁，开机屏幕图片起来有纹路是拍摄问题实际完全无。配有VGA和HDMI双接口，支持高清1920x1080分辨率。带电源线和HDMI转DVI数据线。优先同城自提168元。,【商品标题】DELL戴尔23寸S2340MC显示器，成色如图大概九成新， 功能完好屏幕效果很好很亮很清晰无坏点无闪烁，开机屏幕图片起来有纹路是拍摄问题实际完全无。配有VGA和HDMI双接口，支持高清1920x1080分辨率。带电源线和HDMI转DVI数据线。优先同城自提168元。 【价格】¥150.00 【使用时长】约 16 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,游戏设备
1320,戴尔（DELL） U2412M 24英寸16:10 IPS 屏显示器,【商品标题】戴尔（DELL） U2412M 24英寸16:10 IPS 屏显示器 【价格】¥150.00 【使用时长】约 11 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,游戏设备
1319,全新Dell/戴尔U2724D，27寸2K超清QHD专业设计 绘图修图超广色域电脑显示器，BlackIPS屏，178°广视角，2560*1440，120HZ高刷新率，同款面板。Dell/戴尔 U2724DE27英寸2K四边窄边框显示器同款面板。 面2...,【商品标题】全新Dell/戴尔U2724D，27寸2K超清QHD专业设计 绘图修图超广色域电脑显示器，BlackIPS屏，178°广视角，2560*1440，120HZ高刷新率，同款面板。Dell/戴尔 U2724DE27英寸2K四边窄边框显示器同款面板。 面2... 【价格】¥540.00 【使用时长】约 8 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,游戏设备
1318,Samsung/三星,【商品标题】Samsung/三星 【价格】¥90.00 【使用时长】约 5 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,其他数码
1317,【特价清仓】戴尔e2016h公司拆迁，有几十台戴尔显示器需要 处理，成色都很新， 直接拍发e2016h 有需要点击我想要联系客服，买不买没关系，聊聊也没事，多一个朋友多 用得好帮忙介绍，多给个关注给个好评 希望这条链接越做越火 ...,【商品标题】【特价清仓】戴尔e2016h公司拆迁，有几十台戴尔显示器需要 处理，成色都很新， 直接拍发e2016h 有需要点击我想要联系客服，买不买没关系，聊聊也没事，多一个朋友多 用得好帮忙介绍，多给个关注给个好评 希望这条链接越做越火 ... 【价格】¥108.00 【使用时长】约 6 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,游戏设备
1316,戴尔SE2425HM显示器 官翻机未拆封 24英寸FHD高清 屏 100Hz高刷新率 IPS面板 支持壁挂 适合办公使用 型号：SE2425HM 尺寸：24英寸 分辨率：1920*1080 刷新率：100Hz 屏幕：IPS 官换机原装正品#显示器,【商品标题】戴尔SE2425HM显示器 官翻机未拆封 24英寸FHD高清 屏 100Hz高刷新率 IPS面板 支持壁挂 适合办公使用 型号：SE2425HM 尺寸：24英寸 分辨率：1920*1080 刷新率：100Hz 屏幕：IPS 官换机原装正品#显示器 【价格】¥299.00 【使用时长】约 13 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,游戏设备
1315,戴尔DELL U2717D 27寸显示器，2K分辨率2560 ×1440，支持HDMI和DP接口，带底座。屏幕中间有一条线，显示有问题，适合会修的朋友研究。屏幕有坏点，具体看图。底座40，屏幕一起60，价格可聊。支持自提，外地可邮寄。售出不退不换。需要细节图可以私聊。,【商品标题】戴尔DELL U2717D 27寸显示器，2K分辨率2560 ×1440，支持HDMI和DP接口，带底座。屏幕中间有一条线，显示有问题，适合会修的朋友研究。屏幕有坏点，具体看图。底座40，屏幕一起60，价格可聊。支持自提，外地可邮寄。售出不退不换。需要细节图可以私聊。 【价格】¥40.00 【使用时长】约 17 个月 【成色】轻微使用痕迹，功能完好 【交易方式】支持同城面交、快递邮寄 【备注】诚信交易，支持验货 ,游戏设备
